video,video_path,severity_0_to_3,usable_yes_no,knees_forward_at_s,notes
46286_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46286_1.mp4,,,,
37214_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37214_1.mp4,,,,
33860_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33860_3.mp4,,,,
49351_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49351_1.mp4,,,,
33966_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33966_2.mp4,,,,
36360_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36360_2.mp4,,,,
33096_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33096_3.mp4,,,,
46007_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46007_3.mp4,,,,
36991_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36991_2.mp4,,,,
36389_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36389_4.mp4,,,,
33387_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33387_1.mp4,,,,
50816_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50816_3.mp4,,,,
46183_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46183_3.mp4,,,,
47107_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47107_1.mp4,,,,
47305_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47305_1.mp4,,,,
37619_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37619_2.mp4,,,,
47004_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47004_1.mp4,,,,
49402_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49402_2.mp4,,,,
49734_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49734_4.mp4,,,,
49956_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49956_1.mp4,,,,
37701_14,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37701_14.mp4,,,,
49769_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49769_1.mp4,,,,
36129_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36129_2.mp4,,,,
47523_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47523_1.mp4,,,,
36915_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36915_5.mp4,,,,
37092_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37092_1.mp4,,,,
50869_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50869_5.mp4,,,,
38029_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38029_1.mp4,,,,
37286_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37286_1.mp4,,,,
36408_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36408_2.mp4,,,,
47869_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47869_3.mp4,,,,
37663_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37663_5.mp4,,,,
33334_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33334_2.mp4,,,,
46100_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46100_3.mp4,,,,
49539_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49539_2.mp4,,,,
48293_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48293_2.mp4,,,,
33599_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33599_4.mp4,,,,
50551_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50551_10.mp4,,,,
47645_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47645_5.mp4,,,,
48253_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48253_2.mp4,,,,
48179_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48179_2.mp4,,,,
36907_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36907_1.mp4,,,,
37587_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37587_4.mp4,,,,
37428_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37428_1.mp4,,,,
50870_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50870_2.mp4,,,,
37478_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37478_3.mp4,,,,
50280_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50280_3.mp4,,,,
48389_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48389_3.mp4,,,,
38023_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38023_1.mp4,,,,
49155_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49155_2.mp4,,,,
46367_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46367_1.mp4,,,,
47910_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47910_3.mp4,,,,
50489_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50489_2.mp4,,,,
32995_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32995_3.mp4,,,,
37389_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37389_1.mp4,,,,
48484_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48484_7.mp4,,,,
37376_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37376_2.mp4,,,,
37861_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37861_3.mp4,,,,
48233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48233_1.mp4,,,,
36563_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36563_2.mp4,,,,
37362_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37362_7.mp4,,,,
47939_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47939_1.mp4,,,,
36788_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36788_2.mp4,,,,
36506_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36506_1.mp4,,,,
33511_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33511_1.mp4,,,,
36687_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36687_3.mp4,,,,
47960_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47960_1.mp4,,,,
37337_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37337_1.mp4,,,,
48238_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48238_3.mp4,,,,
49509_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49509_2.mp4,,,,
49802_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49802_1.mp4,,,,
33440_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33440_2.mp4,,,,
32979_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32979_1.mp4,,,,
49204_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49204_2.mp4,,,,
37206_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37206_3.mp4,,,,
32991_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32991_2.mp4,,,,
49197_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49197_1.mp4,,,,
36653_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36653_2.mp4,,,,
48652_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48652_3.mp4,,,,
49515_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49515_5.mp4,,,,
36434_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36434_2.mp4,,,,
33843_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33843_1.mp4,,,,
49947_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49947_1.mp4,,,,
50418_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50418_1.mp4,,,,
37471_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37471_3.mp4,,,,
36238_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36238_5.mp4,,,,
48445_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48445_1.mp4,,,,
49516_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49516_1.mp4,,,,
48638_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48638_2.mp4,,,,
36133_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36133_2.mp4,,,,
46616_20,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46616_20.mp4,,,,
49864_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49864_2.mp4,,,,
50343_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50343_1.mp4,,,,
37099_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37099_7.mp4,,,,
36264_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36264_2.mp4,,,,
49001_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49001_5.mp4,,,,
48608_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48608_10.mp4,,,,
37815_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37815_1.mp4,,,,
33229_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33229_2.mp4,,,,
36309_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36309_3.mp4,,,,
48575_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48575_1.mp4,,,,
36221_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36221_1.mp4,,,,
47186_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47186_5.mp4,,,,
49125_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49125_1.mp4,,,,
50001_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50001_7.mp4,,,,
47646_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47646_1.mp4,,,,
33194_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33194_1.mp4,,,,
37941_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37941_3.mp4,,,,
46424_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46424_5.mp4,,,,
37603_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37603_1.mp4,,,,
37050_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37050_1.mp4,,,,
37653_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37653_1.mp4,,,,
48183_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48183_1.mp4,,,,
46082_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46082_4.mp4,,,,
33850_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33850_1.mp4,,,,
36943_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36943_3.mp4,,,,
36107_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36107_1.mp4,,,,
47619_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47619_1.mp4,,,,
46134_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46134_1.mp4,,,,
33417_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33417_1.mp4,,,,
46341_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46341_1.mp4,,,,
49921_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49921_3.mp4,,,,
50462_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50462_7.mp4,,,,
47054_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47054_1.mp4,,,,
48687_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48687_3.mp4,,,,
46881_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46881_1.mp4,,,,
37757_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37757_3.mp4,,,,
50320_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50320_1.mp4,,,,
47020_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47020_1.mp4,,,,
33406_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33406_8.mp4,,,,
37265_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37265_1.mp4,,,,
36819_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36819_6.mp4,,,,
46939_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46939_1.mp4,,,,
36138_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36138_3.mp4,,,,
46101_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46101_3.mp4,,,,
33348_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33348_2.mp4,,,,
47535_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47535_3.mp4,,,,
46081_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46081_1.mp4,,,,
49945_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49945_1.mp4,,,,
48621_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48621_2.mp4,,,,
47224_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47224_2.mp4,,,,
47134_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47134_8.mp4,,,,
37840_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37840_1.mp4,,,,
50122_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50122_2.mp4,,,,
50758_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50758_1.mp4,,,,
36968_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36968_1.mp4,,,,
46839_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46839_1.mp4,,,,
33532_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33532_1.mp4,,,,
36497_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36497_2.mp4,,,,
47658_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47658_6.mp4,,,,
37741_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37741_1.mp4,,,,
33245_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33245_2.mp4,,,,
48001_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48001_1.mp4,,,,
37094_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37094_1.mp4,,,,
33561_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33561_3.mp4,,,,
48410_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48410_4.mp4,,,,
38060_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38060_7.mp4,,,,
50807_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50807_3.mp4,,,,
49646_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49646_5.mp4,,,,
37908_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37908_2.mp4,,,,
50835_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50835_1.mp4,,,,
49532_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49532_1.mp4,,,,
48263_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48263_10.mp4,,,,
33248_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33248_3.mp4,,,,
47942_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47942_2.mp4,,,,
33743_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33743_1.mp4,,,,
46923_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46923_2.mp4,,,,
37580_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37580_1.mp4,,,,
33937_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33937_8.mp4,,,,
46076_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46076_3.mp4,,,,
47117_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47117_1.mp4,,,,
33793_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33793_6.mp4,,,,
33924_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33924_4.mp4,,,,
50745_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50745_1.mp4,,,,
48110_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48110_2.mp4,,,,
33827_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33827_1.mp4,,,,
48375_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48375_3.mp4,,,,
37278_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37278_3.mp4,,,,
46571_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46571_3.mp4,,,,
46579_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46579_1.mp4,,,,
33594_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33594_1.mp4,,,,
36358_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36358_1.mp4,,,,
36672_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36672_1.mp4,,,,
37508_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37508_2.mp4,,,,
50002_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50002_2.mp4,,,,
33663_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33663_3.mp4,,,,
49980_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49980_1.mp4,,,,
36233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36233_1.mp4,,,,
50041_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50041_3.mp4,,,,
36865_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36865_3.mp4,,,,
49478_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49478_1.mp4,,,,
48563_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48563_1.mp4,,,,
36667_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36667_1.mp4,,,,
49143_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49143_1.mp4,,,,
36269_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36269_1.mp4,,,,
37137_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37137_1.mp4,,,,
36911_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36911_2.mp4,,,,
38011_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38011_2.mp4,,,,
49586_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49586_3.mp4,,,,
48651_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48651_2.mp4,,,,
49006_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49006_2.mp4,,,,
49857_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49857_1.mp4,,,,
36292_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36292_2.mp4,,,,
50436_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50436_1.mp4,,,,
49599_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49599_1.mp4,,,,
47243_15,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47243_15.mp4,,,,
46850_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46850_1.mp4,,,,
49133_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49133_2.mp4,,,,
37135_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37135_3.mp4,,,,
47347_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47347_3.mp4,,,,
50856_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50856_1.mp4,,,,
50751_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50751_1.mp4,,,,
46651_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46651_5.mp4,,,,
49234_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49234_2.mp4,,,,
49126_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49126_3.mp4,,,,
37630_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37630_4.mp4,,,,
36021_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36021_1.mp4,,,,
37973_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37973_1.mp4,,,,
36709_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36709_1.mp4,,,,
33297_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33297_2.mp4,,,,
50866_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50866_1.mp4,,,,
46073_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46073_1.mp4,,,,
37665_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37665_1.mp4,,,,
33626_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33626_1.mp4,,,,
48816_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48816_4.mp4,,,,
47537_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47537_2.mp4,,,,
50862_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50862_1.mp4,,,,
46376_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46376_1.mp4,,,,
36963_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36963_1.mp4,,,,
37483_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37483_1.mp4,,,,
50796_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50796_3.mp4,,,,
32975_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32975_6.mp4,,,,
37238_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37238_1.mp4,,,,
37664_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37664_2.mp4,,,,
