video,content_hash,split,current_class,current_posture_bit,video_path
48549_6,bee6a257c3b553e31b7741ef1c5453a1c792ab8c7bacb8dfb22e296c2f5cd807,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48549_6.mp4
48563_1,00b696c1cd86a5855932264405e27941a5f4e32673cf22bdccfba3bfe844c1e2,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48563_1.mp4
48575_1,0a9bf86ae6c3d18c35160756a8d703b4d963c7286153b020197f8e79a7e451c4,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48575_1.mp4
48608_10,5267108cc1b1140add35a0fdd2804ca4ac7e751e9f01daf70cec8d78303b7471,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48608_10.mp4
48618_1,c97bb8715a6467e6d9ed876a5c8d892a70115cb97399b220bc99f28537944dc5,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48618_1.mp4
48621_2,1dd61a237dfc1018e39b69e8f6637358ad95088bfd2d7cecb0ce847eeec47806,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48621_2.mp4
48638_2,c7b8678a29dd6972f994beb9c3c45ffaf6c17821eb7e2f0d5e30a54aece718d0,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48638_2.mp4
48651_2,6147c3fa96f0d8cd5ccd6da600409bb8042c513218014157376d17fa2f7c5726,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48651_2.mp4
48652_3,c3ef8a2f25af62418d810f0e804c3b3d7e83a36f5e75e191e34bc5c7ac65ef57,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48652_3.mp4
48720_1,298b03c2e0e627b64d58a2e94538229de84f94e4b88c2b224113cf72a33f6dc7,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48720_1.mp4
48727_8,97fc185789d424db708adb2c91428017629f2ca9f0f2169390b038180ee64b70,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48727_8.mp4
48816_4,d46129688ec378a44205dea28b3230f9f956f8137baa2a1089da4cf442ab57de,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48816_4.mp4
49000_8,e304607c9e72bb6746f5ce62d9f31576ed9b56d65fa8042d562e3dd06982bc3f,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49000_8.mp4
49125_1,ca6fecd012833c561fff439fe15d4985839f3a2a34574bd9321993d1904fe60d,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49125_1.mp4
49165_2,b7ae296c8df90d06cc70d9cc671fc2b2f9578c185ecc37bd3efd1465b0dfd8fb,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49165_2.mp4
49191_4,a9a38b741d886c35e735ef90ed7a5f5b6a3d3e5d81a8f47a22ca3d887d4ceeaf,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49191_4.mp4
49197_1,220aae051d0160040748677fbb92bd533d3c7e24ad3549004be42059ee6d44f4,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49197_1.mp4
49204_2,ab0bcc83a91f3a0becf8670e90edfbeb979866a8b793c6feae3d7d92a3f5172c,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49204_2.mp4
49234_2,a66f9e66f22d433f064ceb038c670c29f01c9c275386e267c201191664bc76c8,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49234_2.mp4
49295_2,ed773ee3735012224a4d352de5c16322f27d6369560ddbef637e2f524a474453,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49295_2.mp4
49351_1,50ffc17b419f7d8e4b21f222fa048d2ae629c3edc25354578316c5e32bd34a3c,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49351_1.mp4
49387_1,e2935bd5ccc85b57968678de828270183f983c71d62a0128876edaa4fa364cf4,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49387_1.mp4
49402_2,ddef36bfb122f12a6fe3a5c9300daa36d14114cee3b0d04173ebdceea2356be3,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49402_2.mp4
49408_1,e9f34ec50e333faac2950e000f1e2323dd51d60d1bfed0418cc934cb78e6ffb4,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49408_1.mp4
49478_1,4e542dfe84c1f8a1768f191711ce5949d65fdccf3146319af9f04663c7759d42,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49478_1.mp4
49509_2,5c844bc4e8ca3974377bd44df69e62eadbb9fb57338816d33a45d06b5d4b2b76,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49509_2.mp4
49539_2,51af4f2aedd7426ec9e3d27722ab96c4566383f8d57524ea8a76555f0db95481,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49539_2.mp4
49548_1,5ff28e80b4418bd0cb1d619fe11576d347e9b9a628310bed2f9d99ba6d5d486c,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49548_1.mp4
49565_5,aba7bae8a6d71953bf3527601d42b495f0ea001ef4fca70df538d971b4ba9640,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49565_5.mp4
49599_1,12366bf3eeff03cce212f1f6137e12233f90f5854e7746fe1c79eadef3044811,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49599_1.mp4
49618_2,6dabfaa2fef17e8d01da71b57cbace33636e450f47c0b7cc08e584e8191a33ea,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49618_2.mp4
49646_5,3736a86823ee684dd6bfc6a6f0a63ab818fa78219a4b8e741596168b67d348ab,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49646_5.mp4
49733_1,2e6592e975718dc0de80d15d8e69e5889beffb96f9a553ca09556a0a81193694,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49733_1.mp4
49734_4,35d916852de67fbaedf6745c4a15d9411227fac2cb90c87d1778f30cd0520a64,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49734_4.mp4
49813_4,9f4a28ac566196add01a69ef4d8ab1695fd7a5c9efeb36ad820d1f77db81f4f3,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49813_4.mp4
49833_11,a790b65c6f8ba07c3d68acfb7933fab332c649323e0a3a1076104e2cb8e64155,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49833_11.mp4
49857_1,94534daf32a052f7ec99a65ffdbbffcd861d0eddb9602d83cbe4d714611ae1c4,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49857_1.mp4
49921_3,687cd6be4f6150c243319a4d76b0b8108aa2a47b2103b57e6718f2db55c4a327,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49921_3.mp4
49949_2,86fb64718a1a9509bc3d37b960a728de8473f01424aa4ed3b89a427b922c009b,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49949_2.mp4
50002_2,be3175fd0382453af414bbde81c4f085c07adfcab4777f075665243058bf0981,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50002_2.mp4
50122_2,330d69dc98d2340d0ede035420ace720d2968ae36a5aa885d5f799f39c817f0b,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50122_2.mp4
50172_2,486b0eda06ca6183445f7474475398ca40419abe5d5ac905198a71d196f2f333,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50172_2.mp4
50174_1,2ee34584ccc11761f028c5a4411d70b7ad4a86545dafeab500f0ce5a66bae22a,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50174_1.mp4
50264_2,81223308c5e49ecd2a55a3bbbb897cf59af131c0c415edddd6b7014dba3ba122,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50264_2.mp4
50279_1,6c383b6df474912fd31180eace97f0f33ac6cd3361129fc8415660999ddd3f2f,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50279_1.mp4
50320_1,0252ce116e63ca076cf4e5c7abb5898f3eaaf2eac486ad32544eeb77bcfad576,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50320_1.mp4
50436_1,cc9aa90e2f79b9b6768a1d055b7c247a964ee7d2e159e4d5de61d5d8b19a5b09,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50436_1.mp4
50462_7,b97f01b0e0ed89438fc73701d0a03c5afb0be135a370ce789468a5e85527dd45,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50462_7.mp4
50489_2,5e4fd761486da31b416ef7da30e88b656d75bff8f2b3617f89d87cac59767f51,test,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50489_2.mp4
50522_4,62a9ab45ef19a96089afe813c0ec98a297d0cb9ac8f0156a11ef864ddff3fbf0,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50522_4.mp4
50551_10,55cdfcdff54d4d59092506b76419006c0b20f1848334292a2f6ce9227719c029,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50551_10.mp4
50705_1,27cf324ebb44141303fa61078385408f902565e03873d1c644b6cca53ed03b5a,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50705_1.mp4
50807_3,a7d997d280b84da76b0dce0c2c58ce182d3840d4347f39b40bed1b1cf9d821a0,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50807_3.mp4
50829_11,a790b65c6f8ba07c3d68acfb7933fab332c649323e0a3a1076104e2cb8e64155,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50829_11.mp4
50844_1,6c383b6df474912fd31180eace97f0f33ac6cd3361129fc8415660999ddd3f2f,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50844_1.mp4
50846_2,3798943723dfd40dea051bc2978ee3339f728f142884ed8f8169762113da4713,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50846_2.mp4
50856_1,751564f5036730f583cb04e19924523050ef0740c33e9e0269f472f24c1ebc8d,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50856_1.mp4
50862_1,50df1aa9eb44b726b46beead778811e6702568d17224ea72c46a0ba855ace01a,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50862_1.mp4
50869_5,aba7bae8a6d71953bf3527601d42b495f0ea001ef4fca70df538d971b4ba9640,test,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50869_5.mp4
33608_4,340981316f0344586443d5465bba320caa3489655390128a547076e1e2f12585,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33608_4.mp4
37508_2,62be2f88d31e316f1aad55750a71bd7ff47f3686bbc03d49444921f802cccbe4,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37508_2.mp4
36858_1,6b531aedd07ba9d75af5909b1231db54a7874162d0c9de6c98eda9e01edc3d0e,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36858_1.mp4
36351_11,422b29b04e9a86f334a97efedce383cef6a146603b574e3b8692b6faa747f02b,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36351_11.mp4
33096_3,0bd857f9ec8b280283be46c5102beb5f73a4e4d6abf3e7a81daab2cde80275a0,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33096_3.mp4
33063_6,823ccbef9119a327d2f591c75107d96a9507b6d868f710caa556737889b7ca12,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33063_6.mp4
36788_2,5ac7c1fd8e55dccc3c92cf881721ca8701e898ae44089ecaa88672e6edf80a6a,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36788_2.mp4
33891_1,2dc04d9915de25d78445722ee323485ffa0e5af147cd054fe88506abb894ab5f,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33891_1.mp4
37597_3,19c24d46fb35f1d84abe735266d117bfc3cb40678a364dee9777dbb96fe9aee1,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37597_3.mp4
32991_2,37f17db3ad2d1b5273c123b991f410e990021cfd2a5e84352fe11e885d4ff119,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32991_2.mp4
37206_3,0bc908423b92c116e4dbfecd0b4b34687bf25df59cad2e1e84cd567da47b1083,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37206_3.mp4
37135_3,8ec84a2703e2b75dd1ee4df07a87ac90237867fe945db328835d628588fec2e9,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37135_3.mp4
37662_2,c49df70c89fff648870a43feabc8761b84a2748558b3d3a0ae287124d492c139,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37662_2.mp4
37664_2,53f1ea91f20e5ae16e52e48fdc138ea89f8541c5db2e52c716be027235d58af7,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37664_2.mp4
37773_1,80c21662844c953232e112d847dbeaa561a7b4e40aed7c2f838abc623c18b583,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37773_1.mp4
37428_1,01b94cab90b8b58a648c63efec63d5c3016015cf35591826697f0b06ec10b3f5,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37428_1.mp4
33051_1,227799e7f1df0417f4935b11e4346ac6c8b6fafb72ba533507194cda7696af10,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33051_1.mp4
36206_2,8cb7a7cc81cf091b57dcaf133228ad27696e88f9b65360bc5c7264735f1781bb,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36206_2.mp4
37072_3,64cadfaf064098d6fc9ac0f9ca0d6308306586c584efbf31d70742e757c15132,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37072_3.mp4
33103_2,8687be3ecade9c848fb2e13f70ecfa944f7e68981c48b27c239130031a7c9a83,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33103_2.mp4
36354_2,ea8de74490304f2952862142d8843f4f5859f6c6d3460859999e58abe0f22e41,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36354_2.mp4
33659_3,8da73da49ed5e0cc3bc671c6a20fee80947a0a9959344f2030bbb244e4cbb672,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33659_3.mp4
37172_2,e7e5a4aa9b355d9a3605b292f953f2980a223e961189df9143de268740abebc8,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37172_2.mp4
36236_2,0a9a45c66bcf52106187b5e5aeea0dda25b5306c3b03f9799c5340858621cbf5,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36236_2.mp4
36947_1,d0346256d5bfa602edf164bc19b19d6f3649ac174ca5155809bca20999b5fbfa,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36947_1.mp4
36943_3,597305b201dba845693bad94182d574fa0fa1221e319d4d1ec91ee2fa3af972a,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36943_3.mp4
37815_1,91bf6f6015aacad0f233972a95073ce4c68a0c4e9afb868f51ecefe2060c1880,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37815_1.mp4
37580_1,8dcb32f658c87e992bee0e53584474161ba0fdd4acfae6157ef7e7af2d5c8e36,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37580_1.mp4
37093_3,39c8a545a1a14b1c2dcfc2257690a9f27d646d3d021eacc12540acb74a4e96da,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37093_3.mp4
36584_1,56a18b0ad6f1ab5608aac050239809435a5b31d1225bbda33cef5275867bb726,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36584_1.mp4
36506_1,66c74262eed6117806ef0aa6699964e70e7fc61c7aea79a526807118aad38e18,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36506_1.mp4
37362_7,901f471efd6c55a857419d70a2f9b00f2eae4118f4398362ae7321c0da11ab66,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37362_7.mp4
33207_1,92b5ce4e369c4be58c8e1635aced0e5c69fc2b124e36b469e260c33ea81124f5,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33207_1.mp4
36915_5,89254703ed450bd7171854f4244be2bc9c13dbbadac3f3f67e0863dc4b0c8fb0,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36915_5.mp4
33440_2,06a8f1446d894ff8ae6b09c714b59992ca9809bb183623310cec613e4b85004f,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33440_2.mp4
36907_1,6c27853d75c797e5bac32f1177e8dbfdd9ae2a072fe3bc076477c4b00938f31d,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36907_1.mp4
33561_3,d807557bd318d18240b1ab314b4c5f6b984dc54ac31a42a3cb8fb17cb7b967b7,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33561_3.mp4
33532_1,e44cc4aa138338a53b89902feacd2b88124482e154772d9a8baf3cdde5f4b9fc,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33532_1.mp4
33166_1,18329b5d14f0aa260ed38b500fe531475d10f0f1f9898aefcbcc7f0bccd42abd,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33166_1.mp4
37906_3,90f35fc57f6f885b30f7600b3c450748703af72c5da7d079e15a46931965c35e,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37906_3.mp4
33028_2,5da6c6fff4757f8a672945c161fa612bee698435a59e522d48c9746405ece5f6,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33028_2.mp4
36953_1,bb41f8477d550e02d541b30046022de293660f930b3569c4dda711fce84b2a24,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36953_1.mp4
33468_2,056666ba0f6df97b5dd3f201f9b502652f3f9233bdb5849d5d511a83b77cea15,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33468_2.mp4
37732_2,ff5a18ba37a120d7237ecb5e45d1f171387e998d8c2c10927cdac0d2184ef66a,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37732_2.mp4
37305_3,3ff5bdd7294804dce2f43d29db9f10fdfb7aeabfc25759e62625286a8db04c94,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37305_3.mp4
38060_7,e43346ae925df60a624f2f5c5361e7ed18da113efd43d2d39df8786bcf3df89c,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38060_7.mp4
37653_1,b36410ab8d4e9f5a7b5cfc8d416a0ad559d0e80ef48853e720cc823733c49e43,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37653_1.mp4
33594_1,87d051093173451208a616415d5cb1d1f5d8e3b8960972754ce00ee838ccba7f,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33594_1.mp4
36358_1,96e6aecb1064ce7c3a0686889ef1c29bc14e8edd61ad93af4a51e129998cbac9,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36358_1.mp4
37859_4,a01890fa4f5fe8c9a9928cf55c5d2ca3176a8adc18bce0b51bdc3eb2d5843912,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37859_4.mp4
36093_1,a02c5795fc5d027c7c6376991265e66bb2ccc902940e248c715628b92a7cd914,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36093_1.mp4
36497_2,bd970567731e47a1ebb0badec05fa1245fe1fcd9782ae4b7ad98524de6edb72a,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36497_2.mp4
36534_5,2584537d082929d0374dfaa2823fd4b71a72c60db5ee9e202f455d3d2a5ad8d7,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36534_5.mp4
36434_2,65c97ecb6bcfb3ab23ab2a722ee106130831e5be775c93f93137eea16f6b3c79,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36434_2.mp4
36375_1,9ece27b8cdc0e2d756f36b51eb89368eca87832c52eb6ece9c9ee6261933b557,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36375_1.mp4
36653_2,eb437a3c312acafa8c19c135ff34e1d16d87a66758a95b205bc48aee62b37f55,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36653_2.mp4
33048_1,8dd3947eeb784837c29c2f3d2b23f491f43fcc10b8668e351d82eaa842eb240e,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33048_1.mp4
37535_2,782472e5330c9b82636e3e9fea9f5ab2155edef69f96295a6e34ba96f7daed85,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37535_2.mp4
33334_2,2dca947381d1deb5af6bf0ba2ecadbe83b986b9d8cdfd64f8941f4e9e4018bc0,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33334_2.mp4
33765_1,5544b6b85b2efbfd8168490b7253a80703b2a5e2fd30fe71a290daee369b3033,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33765_1.mp4
36360_2,7edaeb87838393380a2d76ebda7627417258f3fb91e5e8d29b06372030e45106,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36360_2.mp4
32995_3,a6531776d2761234d9ea623984c46c9c90a678cfc0945d0d1c7c27481bacc77e,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32995_3.mp4
37478_3,07e976811fe6f7d5ec9ef34dc32264c626d0b2fa77cacc276d2f6364853ca6b1,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37478_3.mp4
37092_1,7f10f835069d878c87087c562f8a7d638f5a032729d1701e87fea1565bef0b5e,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37092_1.mp4
36810_1,72769c9fb2e52d2b4bbdb5c4972782052e68ce17b209e8ffd71b8f5038e2ed71,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36810_1.mp4
37137_1,a97b0b6d1c5672f1ee32e51ad3eb20f42bb44d2a15e00123ed4afe07267cd2a1,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37137_1.mp4
37471_3,5936892f4efad09574e874d234c3fe8cef908f653eef12f1c49227829584f734,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37471_3.mp4
37630_4,8fab97d452c23d6b5fd27b2bac69304a99241a713a4160a326bc256839f2038a,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37630_4.mp4
36166_1,963a310ebd87f929dd91aa51c10d9b5176b0a104cfce6922263ace9349efa366,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36166_1.mp4
37249_4,50d26105cc83323020558fae2436f6f5de805c5f400d81c3480ee56f231f67af,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37249_4.mp4
37238_1,4af0187ab557bed29536422a73941690eb28108f4a0cdf24fa9706e3316da2b3,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37238_1.mp4
36984_4,768c09b34590c9534c7fb7c6dc8489e5678e7c10b297a8e756b138af0ba764c6,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36984_4.mp4
37099_7,0364a462ebfdc004e40d382e5c167db6103bc772e304371a5c6a3bc54fd07936,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37099_7.mp4
36880_1,bebe0a0cd446a79e8767047b1c052633cc1c6629677f4811e9e65d07b2bb83a4,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36880_1.mp4
33599_4,8f95091c55c6a203eb756e1c73412205d971c42894b2d339e1e3fba2919bd4c1,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33599_4.mp4
36977_2,6f8e365e2c5b61e3caaba042124fb9dbb3bbb1037e6104a83e982bd77de4f690,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36977_2.mp4
37300_6,051a846ee147a686f6faf9c0859edae2fb476b741cdcb4234ff485808facb6a5,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37300_6.mp4
37389_1,1bac0ac078e3c947bcfe690f8135737dc63e0690b216e11c7751c23747fec76d,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37389_1.mp4
37619_2,65e9148ffbb8706ddd770ece0183ea44da94eaab3471db35dd4b467a48f419f9,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37619_2.mp4
